case_id,status_old,ari_old,found_clusters_old,params_old,samples_old,features_old,true_clusters_old,status_restored,ari_restored,found_clusters_restored,params_restored,samples_restored,features_restored,true_clusters_restored,source,identical_recorded_params,matching_input_metadata,ari_delta
binary_balanced_low_noise__2,unsupported,,0,"bandwidth_type=-1/(d+2), benchmark_seed=314, branch_length_optimization_apply_nonconverged=False, branch_length_optimization_max_iterations=1000, branch_length_optimization_method=fixed_topology_nnls, branch_length_optimization_pair_sample_size=50000, branch_length_optimization_random_state=0, branch_length_optimization_solver_tolerance=1e-05, branch_length_optimization_target_metric=squared_standardized_euclidean, diffusion_method=adaptive_pydiffmap_diffusion, diffusion_time=3, edge_alpha=0.001, edge_branch_length_variance_policy=normalized_branch_length, epsilon=median, k_neighbors=10, metric=hamming, n_components=30, sibling_alpha=0.01, tree_linkage_method=average",72,120,4,ok,1.0,4,"bandwidth_type=-1/(d+2), benchmark_seed=314, branch_length_optimization_apply_nonconverged=False, branch_length_optimization_max_iterations=1000, branch_length_optimization_method=fixed_topology_nnls, branch_length_optimization_pair_sample_size=50000, branch_length_optimization_random_state=0, branch_length_optimization_solver_tolerance=1e-05, branch_length_optimization_target_metric=squared_standardized_euclidean, diffusion_method=adaptive_pydiffmap_diffusion, diffusion_time=3, edge_alpha=0.001, edge_branch_length_variance_policy=normalized_branch_length, epsilon=median, k_neighbors=10, metric=hamming, n_components=30, sibling_alpha=0.01, tree_linkage_method=average",72,120,4,before_restoration,True,True,
sparse_features_72x72,unsupported,,0,"bandwidth_type=-1/(d+2), benchmark_seed=500, branch_length_optimization_apply_nonconverged=False, branch_length_optimization_max_iterations=1000, branch_length_optimization_method=fixed_topology_nnls, branch_length_optimization_pair_sample_size=50000, branch_length_optimization_random_state=0, branch_length_optimization_solver_tolerance=1e-05, branch_length_optimization_target_metric=squared_standardized_euclidean, diffusion_method=adaptive_pydiffmap_diffusion, diffusion_time=3, edge_alpha=0.001, edge_branch_length_variance_policy=normalized_branch_length, epsilon=median, k_neighbors=10, metric=hamming, n_components=30, sibling_alpha=0.01, tree_linkage_method=average",72,72,4,ok,1.0,4,"bandwidth_type=-1/(d+2), benchmark_seed=500, branch_length_optimization_apply_nonconverged=False, branch_length_optimization_max_iterations=1000, branch_length_optimization_method=fixed_topology_nnls, branch_length_optimization_pair_sample_size=50000, branch_length_optimization_random_state=0, branch_length_optimization_solver_tolerance=1e-05, branch_length_optimization_target_metric=squared_standardized_euclidean, diffusion_method=adaptive_pydiffmap_diffusion, diffusion_time=3, edge_alpha=0.001, edge_branch_length_variance_policy=normalized_branch_length, epsilon=median, k_neighbors=10, metric=hamming, n_components=30, sibling_alpha=0.01, tree_linkage_method=average",72,72,4,before_restoration,True,True,
sparse_features_100x500,unsupported,,0,"bandwidth_type=-1/(d+2), benchmark_seed=502, branch_length_optimization_apply_nonconverged=False, branch_length_optimization_max_iterations=1000, branch_length_optimization_method=fixed_topology_nnls, branch_length_optimization_pair_sample_size=50000, branch_length_optimization_random_state=0, branch_length_optimization_solver_tolerance=1e-05, branch_length_optimization_target_metric=squared_standardized_euclidean, diffusion_method=adaptive_pydiffmap_diffusion, diffusion_time=3, edge_alpha=0.001, edge_branch_length_variance_policy=normalized_branch_length, epsilon=median, k_neighbors=10, metric=hamming, n_components=30, sibling_alpha=0.01, tree_linkage_method=average",100,500,4,ok,1.0,4,"bandwidth_type=-1/(d+2), benchmark_seed=502, branch_length_optimization_apply_nonconverged=False, branch_length_optimization_max_iterations=1000, branch_length_optimization_method=fixed_topology_nnls, branch_length_optimization_pair_sample_size=50000, branch_length_optimization_random_state=0, branch_length_optimization_solver_tolerance=1e-05, branch_length_optimization_target_metric=squared_standardized_euclidean, diffusion_method=adaptive_pydiffmap_diffusion, diffusion_time=3, edge_alpha=0.001, edge_branch_length_variance_policy=normalized_branch_length, epsilon=median, k_neighbors=10, metric=hamming, n_components=30, sibling_alpha=0.01, tree_linkage_method=average",100,500,4,before_restoration,True,True,
binary_perfect_2c,skip,,0,"bandwidth_type=-1/(d+2), benchmark_seed=1000, branch_length_optimization_apply_nonconverged=False, branch_length_optimization_max_iterations=1000, branch_length_optimization_method=fixed_topology_nnls, branch_length_optimization_pair_sample_size=50000, branch_length_optimization_random_state=0, branch_length_optimization_solver_tolerance=1e-05, branch_length_optimization_target_metric=squared_standardized_euclidean, diffusion_method=adaptive_pydiffmap_diffusion, diffusion_time=3, edge_alpha=0.001, edge_branch_length_variance_policy=normalized_branch_length, epsilon=median, k_neighbors=10, metric=hamming, n_components=30, sibling_alpha=0.01, tree_linkage_method=average",40,50,2,skip,,0,"bandwidth_type=-1/(d+2), benchmark_seed=1000, branch_length_optimization_apply_nonconverged=False, branch_length_optimization_max_iterations=1000, branch_length_optimization_method=fixed_topology_nnls, branch_length_optimization_pair_sample_size=50000, branch_length_optimization_random_state=0, branch_length_optimization_solver_tolerance=1e-05, branch_length_optimization_target_metric=squared_standardized_euclidean, diffusion_method=adaptive_pydiffmap_diffusion, diffusion_time=3, edge_alpha=0.001, edge_branch_length_variance_policy=normalized_branch_length, epsilon=median, k_neighbors=10, metric=hamming, n_components=30, sibling_alpha=0.01, tree_linkage_method=average",40,50,2,before_restoration,True,True,
binary_perfect_4c,skip,,0,"bandwidth_type=-1/(d+2), benchmark_seed=1001, branch_length_optimization_apply_nonconverged=False, branch_length_optimization_max_iterations=1000, branch_length_optimization_method=fixed_topology_nnls, branch_length_optimization_pair_sample_size=50000, branch_length_optimization_random_state=0, branch_length_optimization_solver_tolerance=1e-05, branch_length_optimization_target_metric=squared_standardized_euclidean, diffusion_method=adaptive_pydiffmap_diffusion, diffusion_time=3, edge_alpha=0.001, edge_branch_length_variance_policy=normalized_branch_length, epsilon=median, k_neighbors=10, metric=hamming, n_components=30, sibling_alpha=0.01, tree_linkage_method=average",80,100,4,skip,,0,"bandwidth_type=-1/(d+2), benchmark_seed=1001, branch_length_optimization_apply_nonconverged=False, branch_length_optimization_max_iterations=1000, branch_length_optimization_method=fixed_topology_nnls, branch_length_optimization_pair_sample_size=50000, branch_length_optimization_random_state=0, branch_length_optimization_solver_tolerance=1e-05, branch_length_optimization_target_metric=squared_standardized_euclidean, diffusion_method=adaptive_pydiffmap_diffusion, diffusion_time=3, edge_alpha=0.001, edge_branch_length_variance_policy=normalized_branch_length, epsilon=median, k_neighbors=10, metric=hamming, n_components=30, sibling_alpha=0.01, tree_linkage_method=average",80,100,4,before_restoration,True,True,
binary_perfect_8c,skip,,0,"bandwidth_type=-1/(d+2), benchmark_seed=1002, branch_length_optimization_apply_nonconverged=False, branch_length_optimization_max_iterations=1000, branch_length_optimization_method=fixed_topology_nnls, branch_length_optimization_pair_sample_size=50000, branch_length_optimization_random_state=0, branch_length_optimization_solver_tolerance=1e-05, branch_length_optimization_target_metric=squared_standardized_euclidean, diffusion_method=adaptive_pydiffmap_diffusion, diffusion_time=3, edge_alpha=0.001, edge_branch_length_variance_policy=normalized_branch_length, epsilon=median, k_neighbors=10, metric=hamming, n_components=30, sibling_alpha=0.01, tree_linkage_method=average",160,200,8,skip,,0,"bandwidth_type=-1/(d+2), benchmark_seed=1002, branch_length_optimization_apply_nonconverged=False, branch_length_optimization_max_iterations=1000, branch_length_optimization_method=fixed_topology_nnls, branch_length_optimization_pair_sample_size=50000, branch_length_optimization_random_state=0, branch_length_optimization_solver_tolerance=1e-05, branch_length_optimization_target_metric=squared_standardized_euclidean, diffusion_method=adaptive_pydiffmap_diffusion, diffusion_time=3, edge_alpha=0.001, edge_branch_length_variance_policy=normalized_branch_length, epsilon=median, k_neighbors=10, metric=hamming, n_components=30, sibling_alpha=0.01, tree_linkage_method=average",160,200,8,before_restoration,True,True,
binary_low_noise_2c,unsupported,,0,"bandwidth_type=-1/(d+2), benchmark_seed=2000, branch_length_optimization_apply_nonconverged=False, branch_length_optimization_max_iterations=1000, branch_length_optimization_method=fixed_topology_nnls, branch_length_optimization_pair_sample_size=50000, branch_length_optimization_random_state=0, branch_length_optimization_solver_tolerance=1e-05, branch_length_optimization_target_metric=squared_standardized_euclidean, diffusion_method=adaptive_pydiffmap_diffusion, diffusion_time=3, edge_alpha=0.001, edge_branch_length_variance_policy=normalized_branch_length, epsilon=median, k_neighbors=10, metric=hamming, n_components=30, sibling_alpha=0.01, tree_linkage_method=average",40,50,2,ok,0.5562579013906448,5,"bandwidth_type=-1/(d+2), benchmark_seed=2000, branch_length_optimization_apply_nonconverged=False, branch_length_optimization_max_iterations=1000, branch_length_optimization_method=fixed_topology_nnls, branch_length_optimization_pair_sample_size=50000, branch_length_optimization_random_state=0, branch_length_optimization_solver_tolerance=1e-05, branch_length_optimization_target_metric=squared_standardized_euclidean, diffusion_method=adaptive_pydiffmap_diffusion, diffusion_time=3, edge_alpha=0.001, edge_branch_length_variance_policy=normalized_branch_length, epsilon=median, k_neighbors=10, metric=hamming, n_components=30, sibling_alpha=0.01, tree_linkage_method=average",40,50,2,before_restoration,True,True,
binary_low_noise_4c,unsupported,,0,"bandwidth_type=-1/(d+2), benchmark_seed=2001, branch_length_optimization_apply_nonconverged=False, branch_length_optimization_max_iterations=1000, branch_length_optimization_method=fixed_topology_nnls, branch_length_optimization_pair_sample_size=50000, branch_length_optimization_random_state=0, branch_length_optimization_solver_tolerance=1e-05, branch_length_optimization_target_metric=squared_standardized_euclidean, diffusion_method=adaptive_pydiffmap_diffusion, diffusion_time=3, edge_alpha=0.001, edge_branch_length_variance_policy=normalized_branch_length, epsilon=median, k_neighbors=10, metric=hamming, n_components=30, sibling_alpha=0.01, tree_linkage_method=average",80,100,4,ok,0.9429190751445088,5,"bandwidth_type=-1/(d+2), benchmark_seed=2001, branch_length_optimization_apply_nonconverged=False, branch_length_optimization_max_iterations=1000, branch_length_optimization_method=fixed_topology_nnls, branch_length_optimization_pair_sample_size=50000, branch_length_optimization_random_state=0, branch_length_optimization_solver_tolerance=1e-05, branch_length_optimization_target_metric=squared_standardized_euclidean, diffusion_method=adaptive_pydiffmap_diffusion, diffusion_time=3, edge_alpha=0.001, edge_branch_length_variance_policy=normalized_branch_length, epsilon=median, k_neighbors=10, metric=hamming, n_components=30, sibling_alpha=0.01, tree_linkage_method=average",80,100,4,before_restoration,True,True,
binary_low_noise_8c,unsupported,,0,"bandwidth_type=-1/(d+2), benchmark_seed=2002, branch_length_optimization_apply_nonconverged=False, branch_length_optimization_max_iterations=1000, branch_length_optimization_method=fixed_topology_nnls, branch_length_optimization_pair_sample_size=50000, branch_length_optimization_random_state=0, branch_length_optimization_solver_tolerance=1e-05, branch_length_optimization_target_metric=squared_standardized_euclidean, diffusion_method=adaptive_pydiffmap_diffusion, diffusion_time=3, edge_alpha=0.001, edge_branch_length_variance_policy=normalized_branch_length, epsilon=median, k_neighbors=10, metric=hamming, n_components=30, sibling_alpha=0.01, tree_linkage_method=average",160,200,8,ok,1.0,8,"bandwidth_type=-1/(d+2), benchmark_seed=2002, branch_length_optimization_apply_nonconverged=False, branch_length_optimization_max_iterations=1000, branch_length_optimization_method=fixed_topology_nnls, branch_length_optimization_pair_sample_size=50000, branch_length_optimization_random_state=0, branch_length_optimization_solver_tolerance=1e-05, branch_length_optimization_target_metric=squared_standardized_euclidean, diffusion_method=adaptive_pydiffmap_diffusion, diffusion_time=3, edge_alpha=0.001, edge_branch_length_variance_policy=normalized_branch_length, epsilon=median, k_neighbors=10, metric=hamming, n_components=30, sibling_alpha=0.01, tree_linkage_method=average",160,200,8,before_restoration,True,True,
binary_low_noise_12c,unsupported,,0,"bandwidth_type=-1/(d+2), benchmark_seed=2003, branch_length_optimization_apply_nonconverged=False, branch_length_optimization_max_iterations=1000, branch_length_optimization_method=fixed_topology_nnls, branch_length_optimization_pair_sample_size=50000, branch_length_optimization_random_state=0, branch_length_optimization_solver_tolerance=1e-05, branch_length_optimization_target_metric=squared_standardized_euclidean, diffusion_method=adaptive_pydiffmap_diffusion, diffusion_time=3, edge_alpha=0.001, edge_branch_length_variance_policy=normalized_branch_length, epsilon=median, k_neighbors=10, metric=hamming, n_components=30, sibling_alpha=0.01, tree_linkage_method=average",240,300,12,ok,1.0,12,"bandwidth_type=-1/(d+2), benchmark_seed=2003, branch_length_optimization_apply_nonconverged=False, branch_length_optimization_max_iterations=1000, branch_length_optimization_method=fixed_topology_nnls, branch_length_optimization_pair_sample_size=50000, branch_length_optimization_random_state=0, branch_length_optimization_solver_tolerance=1e-05, branch_length_optimization_target_metric=squared_standardized_euclidean, diffusion_method=adaptive_pydiffmap_diffusion, diffusion_time=3, edge_alpha=0.001, edge_branch_length_variance_policy=normalized_branch_length, epsilon=median, k_neighbors=10, metric=hamming, n_components=30, sibling_alpha=0.01, tree_linkage_method=average",240,300,12,before_restoration,True,True,
